dataset,build_time,estimation_time
ds4.bench.timing,93.6639416217804,1.843963861465454
ds4.bench.timing,92.68726086616516,1.7854139804840088
ds4.bench.timing,98.22373104095459,1.788790225982666
ds4.bench.timing,91.83381056785583,1.848827838897705
ds4.bench.timing,92.63501000404358,1.8481764793395996
ds4.bench.timing,92.79857540130615,1.7617290019989014
ds4.bench.timing,93.46718502044678,1.7885873317718506
ds4.bench.timing,91.7531898021698,1.834360122680664
ds4.bench.timing,92.73084211349487,1.7836730480194092
ds4.bench.timing,92.85485434532166,1.828012466430664
