dataset,build_time,estimation_time
ds1.bench.timing,57.49136757850647,1.7190055847167969
ds1.bench.timing,58.484553813934326,1.6722066402435303
ds1.bench.timing,58.630239486694336,1.7340404987335205
ds1.bench.timing,59.02107501029968,1.7897660732269287
ds1.bench.timing,57.90230751037598,1.694373369216919
ds1.bench.timing,57.83792424201965,1.730576992034912
ds1.bench.timing,57.665982246398926,1.6437926292419434
ds1.bench.timing,57.76327896118164,1.7186040878295898
ds1.bench.timing,57.82346510887146,1.7542388439178467
ds1.bench.timing,58.362537145614624,1.708827257156372
