dataset,build_time,estimation_time
ds7.bench.timing.uniq,1.940481424331665,0.7264764308929443
ds7.bench.timing.uniq,1.8310763835906982,0.807974100112915
ds7.bench.timing.uniq,1.8117280006408691,0.780390739440918
ds7.bench.timing.uniq,1.8220813274383545,0.7956323623657227
ds7.bench.timing.uniq,1.7834582328796387,0.7835443019866943
ds7.bench.timing.uniq,1.8096587657928467,0.7955207824707031
ds7.bench.timing.uniq,1.8367033004760742,0.7728102207183838
ds7.bench.timing.uniq,1.833432674407959,0.7722024917602539
ds7.bench.timing.uniq,1.8556652069091797,0.791276216506958
ds7.bench.timing.uniq,1.8520829677581787,0.800469160079956
