dataset,build_time,estimation_time
ds1.bench.timing.uniq,0.6409344673156738,1.8074777126312256
ds1.bench.timing.uniq,0.6133465766906738,1.7889010906219482
ds1.bench.timing.uniq,0.6112585067749023,1.8303196430206299
ds1.bench.timing.uniq,0.6270911693572998,1.8177495002746582
ds1.bench.timing.uniq,0.6529803276062012,1.8159592151641846
ds1.bench.timing.uniq,0.633183479309082,1.776883602142334
ds1.bench.timing.uniq,0.5561065673828125,1.822798728942871
ds1.bench.timing.uniq,0.4199378490447998,1.8056640625
ds1.bench.timing.uniq,0.5383255481719971,1.7997431755065918
ds1.bench.timing.uniq,0.4986598491668701,1.7937936782836914
