dataset,build_time,estimation_time
ds6.bench.timing.uniq,38.55251431465149,2.5276126861572266
ds6.bench.timing.uniq,44.037546157836914,2.6968283653259277
ds6.bench.timing.uniq,38.195148229599,3.0441133975982666
ds6.bench.timing.uniq,38.191617012023926,2.6108922958374023
ds6.bench.timing.uniq,38.14857077598572,2.979407787322998
ds6.bench.timing.uniq,38.44184970855713,2.536855697631836
ds6.bench.timing.uniq,39.29885935783386,3.1334915161132812
ds6.bench.timing.uniq,49.07705116271973,5.619938373565674
ds6.bench.timing.uniq,38.33613109588623,2.7847399711608887
ds6.bench.timing.uniq,38.25074100494385,2.8485336303710938
