dataset,build_time,estimation_time
ds3.bench.timing,79.37552309036255,0.3641550540924072
ds3.bench.timing,79.09618282318115,0.3747565746307373
ds3.bench.timing,80.7236168384552,0.37679338455200195
ds3.bench.timing,79.67140293121338,0.3703484535217285
ds3.bench.timing,79.77593970298767,0.3690769672393799
ds3.bench.timing,80.18421912193298,0.36255884170532227
ds3.bench.timing,78.95241141319275,0.37206578254699707
ds3.bench.timing,82.67524123191833,0.4704434871673584
ds3.bench.timing,79.85249257087708,0.36243557929992676
ds3.bench.timing,79.81774258613586,0.3717780113220215
